station,window_months,window_start_month,window_end_month,rolling_mean_cfs,partial_months_in_window,unusable_months_in_window
Comal Springs,18,1979-10-01,1981-03-01,296.93586877836043,0,0
Comal Springs,18,1979-11-01,1981-04-01,292.15516387991363,0,0
Comal Springs,18,1979-12-01,1981-05-01,289.0055223028527,0,0
Comal Springs,18,1980-01-01,1981-06-01,288.75056411886226,0,0
Comal Springs,18,1980-02-01,1981-07-01,287.26490103642493,0,0
Comal Springs,18,1980-03-01,1981-08-01,285.0595494111623,0,0
Comal Springs,18,1980-04-01,1981-09-01,284.53386243386245,0,0
Comal Springs,18,1980-05-01,1981-10-01,284.99288274449566,0,0
Comal Springs,18,1980-06-01,1981-11-01,286.56301416623995,0,0
Comal Springs,18,1980-07-01,1981-12-01,289.83332479945386,0,0
Comal Springs,18,1980-08-01,1982-01-01,296.93547533708823,0,0
Comal Springs,18,1980-09-01,1982-02-01,302.85643027820447,0,0
Comal Springs,18,1980-10-01,1982-03-01,306.29836576207543,0,0
Comal Springs,18,1980-11-01,1982-04-01,308.01103003925584,0,0
Comal Springs,18,1980-12-01,1982-05-01,310.3322367298174,0,0
Comal Springs,18,1981-01-01,1982-06-01,310.64059993172896,0,0
Comal Springs,18,1981-02-01,1982-07-01,308.39149598907665,0,0
Comal Springs,18,1981-03-01,1982-08-01,304.3629501621437,0,0
Comal Springs,18,1981-04-01,1982-09-01,299.8618748933265,0,0
Comal Springs,18,1981-05-01,1982-10-01,296.7644435910565,0,0
Comal Springs,18,1981-06-01,1982-11-01,294.1603814644137,0,0
Comal Springs,18,1981-07-01,1982-12-01,289.5336192182966,0,0
Comal Springs,18,1981-08-01,1983-01-01,286.22895972008877,0,0
Comal Springs,18,1981-09-01,1983-02-01,283.8783452807646,0,0
Comal Springs,18,1981-10-01,1983-03-01,280.8305555555556,0,0
Comal Springs,18,1981-11-01,1983-04-01,278.01783154121864,0,0
Comal Springs,18,1981-12-01,1983-05-01,272.5426821983274,0,0
Comal Springs,18,1982-01-01,1983-06-01,267.4464456391876,0,0
Comal Springs,18,1982-02-01,1983-07-01,261.458990442055,0,0
Comal Springs,18,1982-03-01,1983-08-01,255.60434374466632,0,0
Comal Springs,18,1982-04-01,1983-09-01,249.6142601126472,0,0
Comal Springs,18,1982-05-01,1983-10-01,244.89621949138078,0,0
Comal Springs,18,1982-06-01,1983-11-01,239.53242020822665,0,0
Comal Springs,18,1982-07-01,1983-12-01,235.39789213176311,0,0
Comal Springs,18,1982-08-01,1984-01-01,233.50183478409286,0,0
Comal Springs,18,1982-09-01,1984-02-01,233.1115245628594,0,0
Comal Springs,18,1982-10-01,1984-03-01,232.4100908711031,0,0
Comal Springs,18,1982-11-01,1984-04-01,227.7890036548546,0,0
Comal Springs,18,1982-12-01,1984-05-01,219.7604492940422,0,0
Comal Springs,18,1983-01-01,1984-06-01,209.32610042904815,0,0
Comal Springs,18,1983-02-01,1984-07-01,195.7669606441019,0,0
Comal Springs,18,1983-03-01,1984-08-01,182.88639228772712,0,0
Comal Springs,18,1983-04-01,1984-09-01,170.70455238330655,0,0
Comal Springs,18,1983-05-01,1984-10-01,162.13734808223128,0,0
Comal Springs,18,1983-06-01,1984-11-01,157.39027520290034,0,0
Comal Springs,18,1983-07-01,1984-12-01,153.01876982655625,0,0
Comal Springs,18,1983-08-01,1985-01-01,152.28400280146664,0,0
Comal Springs,18,1983-09-01,1985-02-01,153.1108717210775,0,0
Comal Springs,18,1983-10-01,1985-03-01,156.0686972885805,0,0
Comal Springs,18,1983-11-01,1985-04-01,158.97933050243952,0,0
Comal Springs,18,1983-12-01,1985-05-01,160.01517279634632,0,0
Comal Springs,18,1984-01-01,1985-06-01,160.88488605799506,0,0
Comal Springs,18,1984-02-01,1985-07-01,163.3866781726904,0,0
Comal Springs,18,1984-03-01,1985-08-01,163.71784860897765,0,0
Comal Springs,18,1984-04-01,1985-09-01,164.56002304147466,0,0
Comal Springs,18,1984-05-01,1985-10-01,171.01265147636116,0,0
Comal Springs,18,1984-06-01,1985-11-01,182.06898361495135,0,0
Comal Springs,18,1984-07-01,1985-12-01,195.9244794333504,0,0
Comal Springs,18,1984-08-01,1986-01-01,211.99616402116402,0,0
Comal Springs,18,1984-09-01,1986-02-01,227.6227641235706,0,0
Comal Springs,18,1984-10-01,1986-03-01,241.78668288103773,0,0
Comal Springs,18,1984-11-01,1986-04-01,250.63351681174262,0,0
Comal Springs,18,1984-12-01,1986-05-01,255.8124893326506,0,0
Comal Springs,18,1985-01-01,1986-06-01,263.8469576719577,0,0
Comal Springs,18,1985-02-01,1986-07-01,268.65161717016554,0,0
Comal Springs,18,1985-03-01,1986-08-01,269.4967912613074,0,0
Comal Springs,18,1985-04-01,1986-09-01,270.2371138419526,0,0
Comal Springs,18,1985-05-01,1986-10-01,271.1257637822154,0,0
Comal Springs,18,1985-06-01,1986-11-01,274.93436593275305,0,0
Comal Springs,18,1985-07-01,1986-12-01,279.93562041303977,0,0
Comal Springs,18,1985-08-01,1987-01-01,284.7241508789896,0,0
Comal Springs,18,1985-09-01,1987-02-01,291.7562809353132,0,0
Comal Springs,18,1985-10-01,1987-03-01,300.27969790066567,0,0
Comal Springs,18,1985-11-01,1987-04-01,305.01966205837175,0,0
Comal Springs,18,1985-12-01,1987-05-01,306.8773084144052,0,0
Comal Springs,18,1986-01-01,1987-06-01,310.9495903737839,0,0
Comal Springs,18,1986-02-01,1987-07-01,314.35460829493087,0,0
Comal Springs,18,1986-03-01,1987-08-01,316.62227342549926,0,0
Comal Springs,18,1986-04-01,1987-09-01,319.72131763099503,0,0
Comal Springs,18,1986-05-01,1987-10-01,324.7221539511862,0,0
Comal Springs,18,1986-06-01,1987-11-01,331.31169994879673,0,0
Comal Springs,18,1986-07-01,1987-12-01,334.6320703191671,0,0
Comal Springs,18,1986-08-01,1988-01-01,338.5962280252603,0,0
Comal Springs,18,1986-09-01,1988-02-01,344.80955147106425,0,0
Comal Springs,18,1986-10-01,1988-03-01,349.23589555708577,0,0
Comal Springs,18,1986-11-01,1988-04-01,351.8768752464525,0,0
Comal Springs,18,1986-12-01,1988-05-01,350.88906162638085,0,0
Comal Springs,18,1987-01-01,1988-06-01,346.5822515905386,0,0
Comal Springs,18,1987-02-01,1988-07-01,339.97651682351346,0,0
Comal Springs,18,1987-03-01,1988-08-01,333.7597989535698,0,0
Comal Springs,18,1987-04-01,1988-09-01,325.48267828451367,0,0
Comal Springs,18,1987-05-01,1988-10-01,318.99898652824123,0,0
Comal Springs,18,1987-06-01,1988-11-01,313.64689572776336,0,0
Comal Springs,18,1987-07-01,1988-12-01,304.84701520207636,0,0
Comal Springs,18,1987-08-01,1989-01-01,297.30042021999753,0,0
Comal Springs,18,1987-09-01,1989-02-01,291.66965985133396,0,0
Comal Springs,18,1987-10-01,1989-03-01,285.8896120616087,0,0
Comal Springs,18,1987-11-01,1989-04-01,279.24433129697314,0,0
Comal Springs,18,1987-12-01,1989-05-01,269.77664909864575,0,0
Comal Springs,18,1988-01-01,1989-06-01,255.68961206160873,0,0
Comal Springs,18,1988-02-01,1989-07-01,240.40825005444026,0,0
Comal Springs,18,1988-03-01,1989-08-01,225.17879757637823,0,0
Comal Springs,18,1988-04-01,1989-09-01,210.8728238607271,0,0
Comal Springs,18,1988-05-01,1989-10-01,198.42718467315242,0,0
Comal Springs,18,1988-06-01,1989-11-01,190.31685014507596,0,0
Comal Springs,18,1988-07-01,1989-12-01,185.48745946407237,0,0
Comal Springs,18,1988-08-01,1990-01-01,182.05376770779998,0,0
Comal Springs,18,1988-09-01,1990-02-01,178.4212792285373,0,0
Comal Springs,18,1988-10-01,1990-03-01,177.09804147465437,0,0
Comal Springs,18,1988-11-01,1990-04-01,176.27432582351938,0,0
Comal Springs,18,1988-12-01,1990-05-01,175.43466035159582,0,0
Comal Springs,18,1989-01-01,1990-06-01,167.8049112476532,0,0
Comal Springs,18,1989-02-01,1990-07-01,160.06476787847757,0,0
Comal Springs,18,1989-03-01,1990-08-01,154.90341355180064,0,0
Comal Springs,18,1989-04-01,1990-09-01,150.4964243044888,0,0
Comal Springs,18,1989-05-01,1990-10-01,147.50729646697388,0,0
Comal Springs,18,1989-06-01,1990-11-01,148.21016385048642,0,0
Comal Springs,18,1989-07-01,1990-12-01,153.34379586960233,0,0
Comal Springs,18,1989-08-01,1991-01-01,160.84379586960233,0,0
Comal Springs,18,1989-09-01,1991-02-01,170.40959208055983,0,0
Comal Springs,18,1989-10-01,1991-03-01,179.37864823348696,0,0
Comal Springs,18,1989-11-01,1991-04-01,188.2483614951357,0,0
Comal Springs,18,1989-12-01,1991-05-01,196.21174261819422,0,0
Comal Springs,18,1990-01-01,1991-06-01,200.37817033623486,0,0
Comal Springs,18,1990-02-01,1991-07-01,203.88533879501622,0,0
Comal Springs,18,1990-03-01,1991-08-01,204.9568953746373,0,0
Comal Springs,18,1990-04-01,1991-09-01,205.45235535074244,0,0
Comal Springs,18,1990-05-01,1991-10-01,205.04488820617854,0,0
Comal Springs,18,1990-06-01,1991-11-01,204.6901092336576,0,0
Comal Springs,18,1990-07-01,1991-12-01,214.05641747738522,0,0
Comal Springs,18,1990-08-01,1992-01-01,228.54924901860386,0,0
Comal Springs,18,1990-09-01,1992-02-01,244.26869037319537,0,0
Comal Springs,18,1990-10-01,1992-03-01,261.42119933376887,0,0
Comal Springs,18,1990-11-01,1992-04-01,277.6788456898023,0,0
Comal Springs,18,1990-12-01,1992-05-01,291.6462292023471,0,0
Comal Springs,18,1991-01-01,1992-06-01,306.7792638498979,0,0
Comal Springs,18,1991-02-01,1992-07-01,320.1735290828728,0,0
Comal Springs,18,1991-03-01,1992-08-01,332.22601244180777,0,0
Comal Springs,18,1991-04-01,1992-09-01,342.64028962221397,0,0
Comal Springs,18,1991-05-01,1992-10-01,351.0608989412104,0,0
Comal Springs,18,1991-06-01,1992-11-01,358.0641844848185,0,0
Comal Springs,18,1991-07-01,1992-12-01,368.0697997775306,0,0
Comal Springs,18,1991-08-01,1993-01-01,378.12535533308613,0,0
Comal Springs,18,1991-09-01,1993-02-01,390.59744954711584,0,0
Comal Springs,18,1991-10-01,1993-03-01,402.166505700043,0,0
Comal Springs,18,1991-11-01,1993-04-01,413.17952840016244,0,0
Comal Springs,18,1991-12-01,1993-05-01,424.4106514587048,0,0
Comal Springs,18,1992-01-01,1993-06-01,432.27582469645876,0,0
Comal Springs,18,1992-02-01,1993-07-01,433.94428347782076,0,0
Comal Springs,18,1992-03-01,1993-08-01,429.07072025942995,0,0
Comal Springs,18,1992-04-01,1993-09-01,421.4774705581157,0,0
Comal Springs,18,1992-05-01,1993-10-01,414.1015446321898,0,0
Comal Springs,18,1992-06-01,1993-11-01,408.3415685270524,0,0
Comal Springs,18,1992-07-01,1993-12-01,401.31068441713603,0,0
Comal Springs,18,1992-08-01,1994-01-01,395.01856972179553,0,0
Comal Springs,18,1992-09-01,1994-02-01,388.51568953746374,0,0
Comal Springs,18,1992-10-01,1994-03-01,383.6569679126131,0,0
Comal Springs,18,1992-11-01,1994-04-01,379.30487711213516,0,0
Comal Springs,18,1992-12-01,1994-05-01,375.43779228537295,0,0
Comal Springs,18,1993-01-01,1994-06-01,369.68032514080903,0,0
Comal Springs,18,1993-02-01,1994-07-01,361.7054147465438,0,0
Comal Springs,18,1993-03-01,1994-08-01,352.7888760880696,0,0
Comal Springs,18,1993-04-01,1994-09-01,344.9050051203277,0,0
Comal Springs,18,1993-05-01,1994-10-01,338.8991508789896,0,0
Comal Springs,18,1993-06-01,1994-11-01,333.00321300563235,0,0
Comal Springs,18,1993-07-01,1994-12-01,327.5735236388462,0,0
Comal Springs,18,1993-08-01,1995-01-01,323.3961042840075,0,0
Comal Springs,18,1993-09-01,1995-02-01,320.6084058713091,0,0
Comal Springs,18,1993-10-01,1995-03-01,318.7195767195767,0,0
Comal Springs,18,1993-11-01,1995-04-01,316.69550264550264,0,0
Comal Springs,18,1993-12-01,1995-05-01,312.37304147465437,0,0
Comal Springs,18,1994-01-01,1995-06-01,308.5076292882745,0,0
Comal Springs,18,1994-02-01,1995-07-01,304.45028161802355,0,0
Comal Springs,18,1994-03-01,1995-08-01,298.62878904249874,0,0
Comal Springs,18,1994-04-01,1995-09-01,292.867140296979,0,0
Comal Springs,18,1994-05-01,1995-10-01,288.1744282300734,0,0
Comal Springs,18,1994-06-01,1995-11-01,283.46373527905786,0,0
Comal Springs,18,1994-07-01,1995-12-01,280.67281532684757,0,0
Comal Springs,18,1994-08-01,1996-01-01,280.09037805086194,0,0
Comal Springs,18,1994-09-01,1996-02-01,279.11200702132294,0,0
Comal Springs,18,1994-10-01,1996-03-01,276.45465935107205,0,0
Comal Springs,18,1994-11-01,1996-04-01,271.53829137018795,0,0
Comal Springs,18,1994-12-01,1996-05-01,263.5955195661258,0,0
Comal Springs,18,1995-01-01,1996-06-01,252.2529867106897,0,0
Comal Springs,18,1995-02-01,1996-07-01,239.34438456015206,0,0
Comal Springs,18,1995-03-01,1996-08-01,227.6733016108433,0,0
Comal Springs,18,1995-04-01,1996-09-01,219.008427058872,0,0
Comal Springs,18,1995-05-01,1996-10-01,211.24576278169158,0,0
Comal Springs,18,1995-06-01,1996-11-01,205.42192765624355,0,0
Comal Springs,18,1995-07-01,1996-12-01,200.20311045194248,0,0
Comal Springs,18,1995-08-01,1997-01-01,195.57766242326866,0,0
Comal Springs,18,1995-09-01,1997-02-01,193.4090756337141,0,0
Comal Springs,18,1995-10-01,1997-03-01,192.72090359070336,0,0
Comal Springs,18,1995-11-01,1997-04-01,193.0247267687201,0,0
Comal Springs,18,1995-12-01,1997-05-01,192.96481040073922,0,0
Comal Springs,18,1996-01-01,1997-06-01,193.93350813072726,0,0
Comal Springs,18,1996-02-01,1997-07-01,196.15035400886347,0,0
Comal Springs,18,1996-03-01,1997-08-01,198.65560675883256,0,0
Comal Springs,18,1996-04-01,1997-09-01,201.22036183649087,0,0
Comal Springs,18,1996-05-01,1997-10-01,205.01665813278717,0,0
Comal Springs,18,1996-06-01,1997-11-01,211.58905956647894,0,0
Comal Springs,18,1996-07-01,1997-12-01,221.80972862263184,0,0
Comal Springs,18,1996-08-01,1998-01-01,233.87962109575014,0,0
Comal Springs,18,1996-09-01,1998-02-01,246.36221198156682,0,0
Comal Springs,18,1996-10-01,1998-03-01,256.50558115719406,0,0
Comal Springs,18,1996-11-01,1998-04-01,265.3256528417819,0,0
Comal Springs,18,1996-12-01,1998-05-01,270.8699180747568,0,0
Comal Springs,18,1997-01-01,1998-06-01,272.12947601979863,0,0
Comal Springs,18,1997-02-01,1998-07-01,272.1133469875405,0,0
Comal Springs,18,1997-03-01,1998-08-01,272.36078682369003,0,0
Comal Springs,18,1997-04-01,1998-09-01,274.25081071855266,0,0
Comal Springs,18,1997-05-01,1998-10-01,277.9451954258406,0,0
Comal Springs,18,1997-06-01,1998-11-01,287.49955623826594,0,0
Comal Springs,18,1997-07-01,1998-12-01,295.2799624509302,0,0
Comal Springs,18,1997-08-01,1999-01-01,301.43766854412013,0,0
Comal Springs,18,1997-09-01,1999-02-01,307.87494452978325,0,0
Comal Springs,18,1997-10-01,1999-03-01,314.3549923195084,0,0
Comal Springs,18,1997-11-01,1999-04-01,319.7531404676566,0,0
Comal Springs,18,1997-12-01,1999-05-01,323.99615122034476,0,0
Comal Springs,18,1998-01-01,1999-06-01,326.0551117938215,0,0
Comal Springs,18,1998-02-01,1999-07-01,328.24686806622293,0,0
Comal Springs,18,1998-03-01,1999-08-01,327.97395459976104,0,0
Comal Springs,18,1998-04-01,1999-09-01,326.01021505376343,0,0
Comal Springs,18,1998-05-01,1999-10-01,323.85860215053765,0,0
Comal Springs,18,1998-06-01,1999-11-01,325.4513739545998,0,0
Comal Springs,18,1998-07-01,1999-12-01,330.2097371565113,0,0
Comal Springs,18,1998-08-01,2000-01-01,336.1738948626045,0,0
Comal Springs,18,1998-09-01,2000-02-01,341.5267560664112,0,0
Comal Springs,18,1998-10-01,2000-03-01,343.44676801384253,0,0
Comal Springs,18,1998-11-01,2000-04-01,341.2320129361842,0,0
Comal Springs,18,1998-12-01,2000-05-01,331.28159477608864,0,0
Comal Springs,18,1999-01-01,2000-06-01,321.8845218967577,0,0
Comal Springs,18,1999-02-01,2000-07-01,311.0547727928151,0,0
Comal Springs,18,1999-03-01,2000-08-01,298.7393606064351,0,0
Comal Springs,18,1999-04-01,2000-09-01,286.483386890784,0,0
Comal Springs,18,1999-05-01,2000-10-01,277.83792691467886,0,0
Comal Springs,18,1999-06-01,2000-11-01,275.8634346805092,0,0
Comal Springs,18,1999-07-01,2000-12-01,276.765047583735,0,0
Comal Springs,18,1999-08-01,2001-01-01,277.1037572611544,0,0
Comal Springs,18,1999-09-01,2001-02-01,279.3171469180924,0,0
Comal Springs,18,1999-10-01,2001-03-01,282.601674994556,0,0
Comal Springs,18,1999-11-01,2001-04-01,286.3847693792633,0,0
Comal Springs,18,1999-12-01,2001-05-01,289.99988287986065,0,0
Comal Springs,18,2000-01-01,2001-06-01,291.5007789372083,0,0
Comal Springs,18,2000-02-01,2001-07-01,291.3090226648069,0,0
Comal Springs,18,2000-03-01,2001-08-01,288.6515019627923,0,0
Comal Springs,18,2000-04-01,2001-09-01,290.4926011264721,0,0
Comal Springs,18,2000-05-01,2001-10-01,293.9170336234852,0,0
Comal Springs,18,2000-06-01,2001-11-01,300.102636968766,0,0
Comal Springs,18,2000-07-01,2001-12-01,308.5391363713944,0,0
Comal Springs,18,2000-08-01,2002-01-01,318.0409284860898,0,0
Comal Springs,18,2000-09-01,2002-02-01,329.6043565454856,0,0
Comal Springs,18,2000-10-01,2002-03-01,341.03954173067075,0,0
Comal Springs,18,2000-11-01,2002-04-01,348.8164831882574,0,0
Comal Springs,18,2000-12-01,2002-05-01,348.8142729134665,0,0
Comal Springs,18,2001-01-01,2002-06-01,344.9737711213518,0,0
Comal Springs,18,2001-02-01,2002-07-01,346.7891833077317,0,0
Comal Springs,18,2001-03-01,2002-08-01,348.0955069124424,0,0
Comal Springs,18,2001-04-01,2002-09-01,349.6943121693122,0,0
Comal Springs,18,2001-05-01,2002-10-01,352.14777692438986,0,0
Comal Springs,18,2001-06-01,2002-11-01,356.5326634237925,0,0
Comal Springs,18,2001-07-01,2002-12-01,363.50488564601466,0,0
Comal Springs,18,2001-08-01,2003-01-01,371.7808713090971,0,0
Comal Springs,18,2001-09-01,2003-02-01,381.8380909711555,0,0
Comal Springs,18,2001-10-01,2003-03-01,387.3285330261137,0,0
Comal Springs,18,2001-11-01,2003-04-01,391.13743386243385,0,0
Comal Springs,18,2001-12-01,2003-05-01,392.18480542754736,0,0
Comal Springs,18,2002-01-01,2003-06-01,390.1612689878819,0,0
Comal Springs,18,2002-02-01,2003-07-01,389.3333119986346,0,0
Comal Springs,18,2002-03-01,2003-08-01,388.0118194231097,0,0
Comal Springs,18,2002-04-01,2003-09-01,388.1877453490357,0,0
Comal Springs,18,2002-05-01,2003-10-01,389.3875064004096,0,0
Comal Springs,18,2002-06-01,2003-11-01,391.62119815668206,0,0
Comal Springs,18,2002-07-01,2003-12-01,396.28607270865336,0,0
Comal Springs,18,2002-08-01,2004-01-01,394.4294418842806,0,0
Comal Springs,18,2002-09-01,2004-02-01,393.0956141744796,0,0
Comal Springs,18,2002-10-01,2004-03-01,391.4036189534521,0,0
Comal Springs,18,2002-11-01,2004-04-01,389.5742282724485,0,0
Comal Springs,18,2002-12-01,2004-05-01,384.45636686265163,0,0
Comal Springs,18,2003-01-01,2004-06-01,380.6859964922813,0,0
Comal Springs,18,2003-02-01,2004-07-01,377.1089355603816,0,0
Comal Springs,18,2003-03-01,2004-08-01,373.62698471552756,0,0
Comal Springs,18,2003-04-01,2004-09-01,370.0346908087175,0,0
Comal Springs,18,2003-05-01,2004-10-01,369.05553907634,0,0
Comal Springs,18,2003-06-01,2004-11-01,373.176686029745,0,0
Comal Springs,18,2003-07-01,2004-12-01,378.08911135829936,0,0
Comal Springs,18,2003-08-01,2005-01-01,381.70022246941045,0,0
Comal Springs,18,2003-09-01,2005-02-01,386.517746790967,0,0
Comal Springs,18,2003-10-01,2005-03-01,391.33286029156443,0,0
Comal Springs,18,2003-11-01,2005-04-01,395.04050664759785,0,0
Comal Springs,18,2003-12-01,2005-05-01,398.41792600243656,0,0
Comal Springs,18,2004-01-01,2005-06-01,400.430829228243,0,0
Comal Springs,18,2004-02-01,2005-07-01,401.0706141744796,0,0
Comal Springs,18,2004-03-01,2005-08-01,401.32738095238096,0,0
Comal Springs,18,2004-04-01,2005-09-01,401.7175243215566,0,0
Comal Springs,18,2004-05-01,2005-10-01,401.68849206349205,0,0
Comal Springs,18,2004-06-01,2005-11-01,402.0970942140297,0,0
Comal Springs,18,2004-07-01,2005-12-01,400.07176565966887,0,0
Comal Springs,18,2004-08-01,2006-01-01,397.1291133299198,0,0
Comal Springs,18,2004-09-01,2006-02-01,393.93447687318655,0,0
Comal Springs,18,2004-10-01,2006-03-01,390.7794589520396,0,0
Comal Springs,18,2004-11-01,2006-04-01,385.98453661034307,0,0
Comal Springs,18,2004-12-01,2006-05-01,376.88131080389144,0,0
Comal Springs,18,2005-01-01,2006-06-01,365.43925584570746,0,0
Comal Springs,18,2005-02-01,2006-07-01,354.4141662399727,0,0
Comal Springs,18,2005-03-01,2006-08-01,341.34574586106845,0,0
Comal Springs,18,2005-04-01,2006-09-01,328.6250768049155,0,0
Comal Springs,18,2005-05-01,2006-10-01,317.66474227683904,0,0
Comal Springs,18,2005-06-01,2006-11-01,308.34843403311146,0,0
Comal Springs,18,2005-07-01,2006-12-01,300.7064985492405,0,0
Comal Springs,18,2005-08-01,2007-01-01,296.0237028503158,0,0
Comal Springs,18,2005-09-01,2007-02-01,291.5384877965523,0,0
Comal Springs,18,2005-10-01,2007-03-01,286.80605052056666,0,0
Comal Springs,18,2005-11-01,2007-04-01,284.08878648233485,0,0
Comal Springs,18,2005-12-01,2007-05-01,282.1658474142345,0,0
Comal Springs,18,2006-01-01,2007-06-01,279.84487967229904,0,0
Comal Springs,18,2006-02-01,2007-07-01,284.2911162314388,0,0
Comal Springs,18,2006-03-01,2007-08-01,291.7151433691756,0,0
Comal Springs,18,2006-04-01,2007-09-01,299.5849761051374,0,0
Comal Springs,18,2006-05-01,2007-10-01,306.3422640382318,0,0
Comal Springs,18,2006-06-01,2007-11-01,313.3991935483871,0,0
Comal Springs,18,2006-07-01,2007-12-01,322.35737753882916,0,0
Comal Springs,18,2006-08-01,2008-01-01,331.3376642771804,0,0
Comal Springs,18,2006-09-01,2008-02-01,341.26740102171135,0,0
Comal Springs,18,2006-10-01,2008-03-01,349.1117259918428,0,0
Comal Springs,18,2006-11-01,2008-04-01,355.3202086680674,0,0
Comal Springs,18,2006-12-01,2008-05-01,359.8659075927986,0,0
Comal Springs,18,2007-01-01,2008-06-01,361.02265789148436,0,0
Comal Springs,18,2007-02-01,2008-07-01,360.8040198986528,0,0
Comal Springs,18,2007-03-01,2008-08-01,361.64765789148436,0,0
Comal Springs,18,2007-04-01,2008-09-01,362.94490998228486,0,0
Comal Springs,18,2007-05-01,2008-10-01,361.4919231244593,0,0
Comal Springs,18,2007-06-01,2008-11-01,359.4426399703374,0,0
Comal Springs,18,2007-07-01,2008-12-01,358.48224570510445,0,0
Comal Springs,18,2007-08-01,2009-01-01,351.8335001853912,0,0
Comal Springs,18,2007-09-01,2009-02-01,342.3519333651147,0,0
Comal Springs,18,2007-10-01,2009-03-01,332.67385690155436,0,0
Comal Springs,18,2007-11-01,2009-04-01,323.59434674623776,0,0
Comal Springs,18,2007-12-01,2009-05-01,313.2273813937885,0,0
Comal Springs,18,2008-01-01,2009-06-01,301.25438258853166,0,0
Comal Springs,18,2008-02-01,2009-07-01,287.9873574989259,0,0
Comal Springs,18,2008-03-01,2009-08-01,275.5164021164021,0,0
Comal Springs,18,2008-04-01,2009-09-01,265.62763270182626,0,0
Comal Springs,18,2008-05-01,2009-10-01,260.41377368151564,0,0
Comal Springs,18,2008-06-01,2009-11-01,257.98288957159923,0,0
Comal Springs,18,2008-07-01,2009-12-01,259.5609062980031,0,0
Comal Springs,18,2008-08-01,2010-01-01,262.25445468509986,0,0
Comal Springs,18,2008-09-01,2010-02-01,265.7461341525858,0,0
Comal Springs,18,2008-10-01,2010-03-01,269.4435057176993,0,0
Comal Springs,18,2008-11-01,2010-04-01,272.7853814644137,0,0
Comal Springs,18,2008-12-01,2010-05-01,276.2719406041987,0,0
Comal Springs,18,2009-01-01,2010-06-01,281.04714968424645,0,0
Comal Springs,18,2009-02-01,2010-07-01,283.9019883939239,0,0
Comal Springs,18,2009-03-01,2010-08-01,286.07351937190646,0,0
Comal Springs,18,2009-04-01,2010-09-01,289.94789213176307,0,0
Comal Springs,18,2009-05-01,2010-10-01,294.2442481652159,0,0
Comal Springs,18,2009-06-01,2010-11-01,299.77602833247994,0,0
Comal Springs,18,2009-07-01,2010-12-01,306.6791346646185,0,0
Comal Springs,18,2009-08-01,2011-01-01,315.02859703020994,0,0
Comal Springs,18,2009-09-01,2011-02-01,323.33268049155146,0,0
Comal Springs,18,2009-10-01,2011-03-01,328.92575098139616,0,0
Comal Springs,18,2009-11-01,2011-04-01,328.92109148318826,0,0
Comal Springs,18,2009-12-01,2011-05-01,325.36989674005804,0,0
Comal Springs,18,2010-01-01,2011-06-01,318.1844726062468,0,0
Comal Springs,18,2010-02-01,2011-07-01,309.82784178187404,0,0
Comal Springs,18,2010-03-01,2011-08-01,299.31465693804404,0,0
Comal Springs,18,2010-04-01,2011-09-01,288.27469278033794,0,0
Comal Springs,18,2010-05-01,2011-10-01,279.52779911247654,0,0
Comal Springs,18,2010-06-01,2011-11-01,271.1227214541731,0,0
Comal Springs,18,2010-07-01,2011-12-01,262.18980628093533,0,0
Comal Springs,18,2010-08-01,2012-01-01,255.62529015190304,0,0
Comal Springs,18,2010-09-01,2012-02-01,252.15600328995768,0,0
Comal Springs,18,2010-10-01,2012-03-01,248.181272107162,0,0
Comal Springs,18,2010-11-01,2012-04-01,243.7571382959314,0,0
Comal Springs,18,2010-12-01,2012-05-01,238.3561825014272,0,0
Comal Springs,18,2011-01-01,2012-06-01,232.35307616928864,0,0
Comal Springs,18,2011-02-01,2012-07-01,225.72225179652878,0,0
Comal Springs,18,2011-03-01,2012-08-01,217.76763070077865,0,0
Comal Springs,18,2011-04-01,2012-09-01,210.68937502574877,0,0
Comal Springs,18,2011-05-01,2012-10-01,207.45030692539035,0,0
Comal Springs,18,2011-06-01,2012-11-01,205.71816833518724,0,0
Comal Springs,18,2011-07-01,2012-12-01,207.0953487413999,0,0
Comal Springs,18,2011-08-01,2013-01-01,209.61506200304865,0,0
Comal Springs,18,2011-09-01,2013-02-01,212.3822151008469,0,0
Comal Springs,18,2011-10-01,2013-03-01,214.3863369646462,0,0
Comal Springs,18,2011-11-01,2013-04-01,214.59804544732242,0,0
Comal Springs,18,2011-12-01,2013-05-01,214.4726571558051,0,0
Comal Springs,18,2012-01-01,2013-06-01,213.8074241808947,0,0
Comal Springs,18,2012-02-01,2013-07-01,210.59774676153987,0,0
Comal Springs,18,2012-03-01,2013-08-01,203.3125533367469,0,0
Comal Springs,18,2012-04-01,2013-09-01,195.0409882232463,0,0
Comal Springs,18,2012-05-01,2013-10-01,188.61745178358083,0,0
Comal Springs,18,2012-06-01,2013-11-01,184.97025942993685,0,0
Comal Springs,18,2012-07-01,2013-12-01,181.95544461512205,0,0
Comal Springs,18,2012-08-01,2014-01-01,180.4267707799966,0,0
Comal Springs,18,2012-09-01,2014-02-01,180.1532172725721,0,0
Comal Springs,18,2012-10-01,2014-03-01,179.37663423792455,0,0
Comal Springs,18,2012-11-01,2014-04-01,175.84718381976447,0,0
Comal Springs,18,2012-12-01,2014-05-01,171.78541559993172,0,0
